ColonyID,ActiveInventory,ColonyGroupBuffer,ColonyName,State,Longitude,Latitude,PrimaryHabitat,LandForm,GeoRegion,ExtrapArea,TerrestEcoRegion,MarineEcoRegion,FormerNames,OrigDotterID,NOTES August 2022
"H_3RK","No","3 Rooker Key","3 Rooker Key","FL",-82.839,28.1138,,,"Tampa Bay","South Florida","Southwestern Florida Flatwoods","Eastern Gulf Neritic",,"3 Rooker Key","Anclote Key State Preserve; surveyed 2010 only."
"ALP","Yes","Alligator Point","Alligator Point","FL",-84.44167,29.91544,,,"Apalachicola East","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","PP19Colony01",,
"API","Yes","Anderson Point Island","Anderson Point Island","LA",-89.32729999999999,29.892,"Herbaceous marsh",,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi North 39","KKN9",
"CG_ABI","Yes","Apalachicola Bird Island","Apalachicola Bird Island","FL",-84.975398,29.714977,,,"Apalachicola East","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","NA",,"ColonyGroupBuffer centroid location coordinates."
"ABI_A","Yes","Apalachicola Bird Island","Apalachicola Bird Island A","FL",-84.97580000000001,29.71577,,,"Apalachicola East","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","None",,"Colony coordinates provided by Florida Shorebird Alliance, therefore 500 m colony distance guideline did not apply."
"ABI_B","Yes","Apalachicola Bird Island","Apalachicola Bird Island B","FL",-84.97521,29.71424,,,"Apalachicola East","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","None",,"Colony coordinates provided by Florida Shorebird Alliance, therefore 500 m colony distance guideline did not apply."
"ABI_C","Yes","Apalachicola Bird Island","Apalachicola Bird Island C","FL",-84.97490000000001,29.7143,,,"Apalachicola East","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","ApalachicolaEast_4","KMR6",
"CG_AC","No","Arcadia Reef","Arcadia Reef","TX",-95.20228,29.02843,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates.  Centroid coordinates represent center of Arcadia Reef colonies as depicted in TCWB database."
"H_AC_A","No","Arcadia Reef","Arcadia Reef A","TX",-95.2024,29.0293,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_16","WAW6","TCWB - active 2005"
"H_AC_B","No","Arcadia Reef","Arcadia Reef B","TX",-95.2008,29.0293,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_15","WAW7","TCWB - active 2005"
"CG_ACS","Yes","Arroyo Colorado Spoils","Arroyo Colorado Spoils","TX",-97.31473099999999,26.329042,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates.  Centroid coordinates same as ACS_B1."
"ACS_A","Yes","Arroyo Colorado Spoils","Arroyo Colorado Spoils A","TX",-97.32147999999999,26.36267,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","The Y aka Arroyo Colorado Spoil - A",,"Name still current in TCWB database."
"ACS_B1","Yes","Arroyo Colorado Spoils","Arroyo Colorado Spoils B1","TX",-97.31473099999999,26.329042,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Arroyo Colorado Spoil - B, TCWB",,"Former name is current in TCWB database but includes several small spoil islands - those dotted separately within ACS_B also given number labels."
"ACS_B2","Yes","Arroyo Colorado Spoils","Arroyo Colorado Spoils B2","TX",-97.31019999999999,26.318883,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Arroyo Colorado Spoil - B, TCWB",,"Former name is current in TCWB database but includes several small spoil islands - those dotted separately within ACS_B also given number labels."
"ACS_C","Yes","Arroyo Colorado Spoils","Arroyo Colorado Spoils C","TX",-97.31244,26.29922,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","None",,
"ACS_D","Yes","Arroyo Colorado Spoils","Arroyo Colorado Spoils D","TX",-97.29015,26.28909,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","None",,
"AUDI","Yes","Audubon Island","Audubon Island","FL",-85.7353,30.17688,,,"Apalachicola West","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","None",,
"AVE","Yes","Aves Island","Aves Island","LA",-91.41448200000001,29.360459,"Grass marsh, wet",,"Atchafalaya Bay","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"AVI","Yes","Avocet Island","Avocet Island","LA",-91.363845,29.407242,"Grassy mixed marsh",,"Atchafalaya Bay","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","VermilionBay_4",,
"BG_A","Yes","Bahia Grande Bird Islands","Bahia Grande A","TX",-97.315904,26.040313,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","618-250 Bahia Grande",,
"BG_B","Yes","Bahia Grande Bird Islands","Bahia Grande B","TX",-97.30609,26.044,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","618-250 Bahia Grande",,
"CG_BGBI","Yes","Bahia Grande Bird Islands","Bahia Grande Bird Islands","TX",-97.302707,26.039095,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates. "
"BG_CC","Yes","Bahia Grande Bird Islands","Bahia Grande C Central","TX",-97.28825500000001,26.038968,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","618-250 Bahia Grande",,"Considered Bahia Grande - Bird Island - C in TCWB database."
"BG_CE","Yes","Bahia Grande Bird Islands","Bahia Grande C East","TX",-97.28154000000001,26.04147,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","618-250 Bahia Grande",,"Considered Bahia Grande - Bird Island - C in TCWB database."
"BG_CW","Yes","Bahia Grande Bird Islands","Bahia Grande C West","TX",-97.304354,26.034567,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","618-250 Bahia Grande",,"Considered Bahia Grande - Bird Island - C in TCWB database."
"CG_BCB","Yes","Ballast Cove Beach","Ballast Cove Beach","FL",-84.629985,29.788245,,,"Apalachicola East","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","NA",,"ColonyGroupBuffer centroid location coordinates."
"BCB_A","Yes","Ballast Cove Beach","Ballast Cove Beach A","FL",-84.62918999999999,29.78857,,,"Apalachicola East","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","MN19LETE1",,"Colony coordinates provided by Florida Shorebird Alliance, therefore 500 m colony distance guideline did not apply."
"BCB_B","Yes","Ballast Cove Beach","Ballast Cove Beach B","FL",-84.63078,29.78792,,,"Apalachicola East","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","DO18COL07",,"Colony coordinates provided by Florida Shorebird Alliance, therefore 500 m colony distance guideline did not apply."
"H_BB_10","No","Barataria Bay 10","Barataria Bay 10","LA",-90.16500000000001,29.1181,"Sand, wet",,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF42","No nests; inactive but shoreline habitat."
"BB_12","Yes","Barataria Bay 12","Barataria Bay 12","LA",-90.0147,29.4323,"Grassy marsh",,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"S_BB_13","No","Barataria Bay 13","Barataria Bay 13","LA",-89.871357,29.321881,"Shrub marsh",,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF49","Extant in 2016; submerged by 2018."
"S_BB_3","No","Barataria Bay 3","Barataria Bay 3","LA",-89.8023,29.3427,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Heron Island; Grand Isle #101","PJC79","Most island apprears tidally inundated 2015; gone by late 2016."
"H_BB_4","No","Barataria Bay 4","Barataria Bay 4","LA",-89.8319,29.3261,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","MWP11","Inactive - island still extant 2021, relatively large area of suitable habitat."
"S_BB_5","Yes","Barataria Bay 5","Barataria Bay 5 AB","LA",-90.03893600000001,29.312443,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC75, PAG12","Submerged 2019."
"S_BB_6","Yes","Barataria Bay 6","Barataria Bay 6","LA",-90.046274,29.301332,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC74","Minor land 2016, submerged 2019."
"S_BB_7","No","Barataria Bay 7","Barataria Bay 7","LA",-90.0553,29.297676,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC73","Tidally inundated by 2015; submerged by 2019."
"H_BB_8","No","Barataria Bay 8","Barataria Bay 8","LA",-90.0932,29.1636,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF40","Dotted but no nests; inactive."
"H_BB_9","No","Barataria Bay 9","Barataria Bay 9","LA",-90.1323,29.1376,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF41","Dotted but no nests; inactive."
"H_BBBI","No","Bassa Bassa Bay Island","Bassa Bassa Bay Island","LA",-90.00338000000001,29.34565,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Island #11",,"Not dotted in 2010 (colony sweep only); much land remains."
"BAI","Yes","Bastian Island","Bastian Island","LA",-89.66549999999999,29.296,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","MWP1",
"BAMC","Yes","Battery McIntosh","Battery McIntosh","AL",-88.0125,30.6686,,,"Mobile Bay Interior","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","MobileBayInterior_1","MWP10",
"BCI","Yes","Bay Chaland Island","Bay Chaland Island","LA",-90.632649,29.226439,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"BHI","Yes","Bay Harbor Island","Bay Harbor Island","TX",-95.07424,29.13251,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_11, Bay Harbor 600-526","KMR14","Bay Harbor Bar, TCWB database."
"BJI","Yes","Bay Joyeux Islettes","Bay Joyeux Islettes","LA",-90.043532,29.288252,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","BaratariaBay_11",,
"H_BAYK","No","Bay Keys","Bay Keys","FL",-81.7632,24.6335,,,"Florida Keys","South Florida","Southern Coast and Islands","Southwest Florida Neritic",,"MWP96","Surveyed 2010 only."
"S_BRNE","No","Bay Ronquille Northeast Island","Bay Ronquille Northeast Island","LA",-89.8357,29.3659,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC22","Submerged by 2015."
"S_BRNW","No","Bay Ronquille Northwest Island","Bay Ronquille Northwest Island","LA",-89.85339999999999,29.3631,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC34","Completely submerged by 2018"
"CG_BSJI","Yes","Bay Saint John Islands","Bay Saint John Islands","AL",-87.550066,30.284389,,,"Mobile Bay Seashore","Barrier Island-Seashore","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates."
"BCHB","Yes, New","Bayou Chene Beach","Bayou Chene Beach","LA",-91.95506,29.60776,,,"Vermilion Bay","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,"New colony from LACWB 2022 colony surveys."
"BPC","Yes","Bayou Pintou","Bayou Pintou","LA",-89.224,30.128,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_N_2, Hopedale #40","KMR24","Active inventory; colony island point moved to central location."
"BPN","Yes","Bayou Platte Island North","Bayou Platte Island North","LA",-91.895594,29.619877,,,"Vermilion Bay","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"BPS","Yes","Bayou Platte Island South","Bayou Platte Island South","LA",-91.8913,29.6069,,,"Vermilion Bay","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","VermilionBay_3","SLF5",
"BEI","Yes","Beauregard Island","Beauregard Island","LA",-89.97225,29.27971,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC5",
"BEA","Yes","Beauvoir","Beauvoir","MS",-88.97239,30.39081,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","MississippiCoast_3","SLF38","Colony location is at center of polygon provided by MSCWB; this colony is within the Beauvoir polygon area, approx 180 m from the center."
"BI","Yes","Belle Isle","Belle Isle","LA",-89.5727,29.5758,,,"Biloxi South","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_S_8","PJC33",
"BPE","Yes","Belle Pass East","Belle Pass East","LA",-90.22190000000001,29.0901,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF39",
"BPP","Yes","Belle Pass Pond","Belle Pass Pond","LA",-90.211673,29.111568,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"BPW","Yes","Belle Pass West","Belle Pass West","LA",-90.262,29.0991,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC80",
"CG_BWB","Yes","Bid-A-Wee Beach","Bid-A-Wee Beach","FL",-85.852305,30.20176,,,"Apalachicola West","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","NA",,"ColonyGroupBuffer centroid location coordinates."
"BWB_A","Yes","Bid-A-Wee Beach","Bid-A-Wee Beach A","FL",-85.85257,30.2019,,,"Apalachicola West","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","BAW-site-1",,"Colony coordinates provided by Florida Shorebird Alliance, therefore 500 m colony distance guideline did not apply."
"BWB_B","Yes","Bid-A-Wee Beach","Bid-A-Wee Beach B","FL",-85.85204,30.20162,,,"Apalachicola West","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","Bid-A-Wee",,"Colony coordinates provided by Florida Shorebird Alliance, therefore 500 m colony distance guideline did not apply."
"BIEN","Yes","Bienville","Bienville","MS",-89.34723,30.29243,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"H_BHBI","No","Big Hickory Bay Islet","Big Hickory Bay Islet","FL",-81.8415,26.3531,,,"Charlotte Harbor","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"MWP49","Surveyed 2010 only."
"BXB","Yes","Biloxi Beach","Biloxi Beach","MS",-88.8792,30.39308,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"H_BLB_2","No","Biloxi Lake B 2","Biloxi Lake B 2","LA",-89.53740000000001,29.9207,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN23","Dotted in 2010 as colony; now inactive."
"CG_BN_10","Yes","Biloxi North 10","Biloxi North 10","LA",-89.31806,30.04936,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates.  Centroid moved from orig BN10 A to center of new buffer delineation."
"BN_10_A","Yes","Biloxi North 10","Biloxi North 10 A","LA",-89.322,30.0485,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF17","Name changed from BN_10 to BN_10 A. Dotted separately but all island fragments originally BN_10; letter designations assigned with island fragmentation and colony location changes."
"BN_10_B","Yes","Biloxi North 10","Biloxi North 10 B","LA",-89.31829999999999,30.0516,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF18","Dotted separately but all island fragments originally BN_10; letter designations assigned with island fragmentation and colony location changes."
"BN_10_C","Yes","Biloxi North 10","Biloxi North 10 C","LA",-89.3202,30.0481,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF19","Dotted separately but all island fragments originally BN_10; letter designations assigned with island fragmentation and colony location changes."
"BN_10_D","Yes","Biloxi North 10","Biloxi North 10 D","LA",-89.31829999999999,30.0476,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF20","Dotted separately but all island fragments originally BN_10; letter designations assigned with island fragmentation and colony location changes."
"BN_10_E","Yes","Biloxi North 10","Biloxi North 10 E","LA",-89.3117,30.0502,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF21","Dotted separately but all island fragments originally BN_10; letter designations assigned with island fragmentation and colony location changes."
"BN_11","Yes","Biloxi North 11","Biloxi North 11","LA",-89.3141,30.0324,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF16",
"BN_12","Yes","Biloxi North 12","Biloxi North 12","LA",-89.273,30.042,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN18","Colony location point moved to more central area of colony island."
"BN_13","Yes","Biloxi North 13","Biloxi North 13","LA",-89.2274,30.0261,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF13",
"BN_14","Yes","Deep Water Pass Island","Biloxi North 14","LA",-89.20650000000001,30.0038,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF14",
"S_BN_15","No","Deep Water Pass Island","Biloxi North 15","LA",-89.2162,29.9943,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN26","Extant 2014; submerged by 2015."
"BN_16","Yes","Biloxi North 16","Biloxi North 16","LA",-89.2924,29.9984,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN16",
"H_BN_17","No","Biloxi North 17","Biloxi North 17","LA",-89.2762,29.9751,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN15","Original colony location in water at north end of Oak Mound Bayou Island."
"BN_18","Yes","Biloxi North 18","Biloxi North 18","LA",-89.249568,29.992825,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN14","Colony location point moved closer to active colony."
"S_BN_22","No","Biloxi North 22","Biloxi North 22","LA",-89.2873,29.9368,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN1; SLF15","Extant 2015; submerged by 2019."
"S_BN_25","Yes","Biloxi North 25","Biloxi North 25","LA",-89.2954,29.9059,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN7",
"BN_26","Yes","Biloxi North 26","Biloxi North 26","LA",-89.301,29.8979,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN8",
"BN_27","Yes","Biloxi North 27","Biloxi North 27","LA",-89.2497,29.8807,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","WAW15",
"H_BN_28","No","Biloxi North 28","Biloxi North 28","LA",-89.4183,29.9168,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN22","Island fragmented and reduced, but some habitat still present 2019."
"BN_3","Yes","Biloxi North 3","Biloxi North 3","LA",-89.283,30.0997,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Hopedale #135","KMR25",
"CG_BN_30","No","Biloxi North 30  ","Biloxi North 30  ","LA",-89.30985,29.81777,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates. "
"S_BN_30_A","No","Biloxi North 30  ","Biloxi North 30 A","LA",-89.31010000000001,29.8191,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_N_30","KKN3","Historical database shows island approx 300 m from BN_30B; dotted 2010, 2011 only; appears tidally inundated by 2012; submerged by 2014."
"S_BN_30_B","No","Biloxi North 30  ","Biloxi North 30 B","LA",-89.3095,29.8166,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_N_30","KKN2","Historical database coordinates shows BN_30B at center of buffer; dotted 2010, 2011, 2012 but not 2013; very little left by 2015; submerged 2019."
"S_BN_31","No","Biloxi North 31","Biloxi North 31","LA",-89.28149999999999,29.8043,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN12","Extant in 2015, submerged by 2019."
"H_BN_32","No","Biloxi North 32","Biloxi North 32","LA",-89.2869,29.7637,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN4","Large island now fractured."
"H_BN_34","No","Biloxi North 34","Biloxi North 34","LA",-89.4532,29.7439,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN6","Manmade structure/dock; by 2019 dock frame only - complete loss of surface support."
"BN_35","Yes","Biloxi North 35","Biloxi North 35","LA",-89.253,29.951,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC76","Colony location point moved to center of island."
"BN_36","Yes","Biloxi North 36","Biloxi North 36","LA",-89.3038,30.0497,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KMR21",
"BN_37","Yes","Biloxi North 37","Biloxi North 37","LA",-89.3257,29.9141,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KMR22",
"BN_38","Yes","Deep Water Pass Island","Biloxi North 38","LA",-89.21496999999999,30.00238,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","MWP122; SLF14",
"BN_4","Yes","Biloxi North 4","Biloxi North 4","LA",-89.23180000000001,30.0909,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF24",
"BN_40","Yes","Biloxi North 40","Biloxi North 40","LA",-89.33750000000001,30.0434,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KMR20",
"S_BN_41","Yes","Biloxi North 41","Biloxi North 41","LA",-89.44664,29.75089,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF47","Extant 2019, submerged 2021."
"BN_42","Yes","Biloxi North 42","Biloxi North 42","LA",-89.36322699999999,29.948796,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC83",
"BN_5","Yes","Biloxi North 5","Biloxi North 5","LA",-89.2069,30.0675,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","SLF22",
"BN_7","Yes","Biloxi North 7","Biloxi North 7","LA",-89.2011,30.0578,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN31",
"BN_8","Yes","Biloxi North 8","Biloxi North 8","LA",-89.1944,30.0525,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","KKN32",
"S_BS_1","Yes","Biloxi South 1","Biloxi South 1","LA",-89.4646,29.6873,,,"Biloxi South","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC10",
"CG_BS_10","Yes","Biloxi South 10","Biloxi South 10","LA",-89.551636,29.530535,,,"Biloxi South","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates. "
"H_BS_10_A","Yes","Biloxi South 10","Biloxi South 10 A","LA",-89.55392000000001,29.53141,,,"Biloxi South","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_S_10","DLJ2",
"BS_10_B","Yes","Biloxi South 10","Biloxi South 10 B","LA",-89.55068,29.5289,,,"Biloxi South","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC7",
"H_BS_10_C","Yes","Biloxi South 10","Biloxi South 10 C","LA",-89.55606,29.53327,,,"Biloxi South","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC8",
"BS_10_D","Yes","Biloxi South 10","Biloxi South 10 D","LA",-89.54504,29.52792,,,"Biloxi South","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_S_13","KMR19",
