ColonyID,ActiveInventory,ColonyGroupBuffer,ColonyName,State,Longitude,Latitude,PrimaryHabitat,LandForm,GeoRegion,ExtrapArea,TerrestEcoRegion,MarineEcoRegion,FormerNames,OrigDotterID,NOTES August 2022
"CTL_A","Yes","Cowtrap Lake","Cowtrap Lake A","TX",-95.527641,28.861515,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Cow Trap Lake",,"Not in TCWB database."
"CTL_B","Yes","Cowtrap Lake","Cowtrap Lake B","TX",-95.524216,28.86285,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Cow Trap Lake",,"Not in TCWB database."
"H_CRAK","No","Crawl Key","Crawl Key","FL",-82.68680000000001,28.6528,,,"Crystal River","South Florida","Big Bend Coastal Marsh","Eastern Gulf Neritic",,"Crawl Key","Surveyed 2010 only."
"CRIN","Yes","Crooked Island North","Crooked Island North","FL",-85.54322000000001,30.00567,,,"Apalachicola West","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","CWLETE19-01",,
"CRIS","Yes","Crooked Island South","Crooked Island South","FL",-85.52838,29.99427,,,"Apalachicola West","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","CS Colony 19 01",,
"H_CREC","No","Crystal River Energy Canal Spoil","Crystal River Energy Canal Spoil","FL",-82.7817,28.9423,,,"Crystal River","South Florida","Big Bend Coastal Marsh","Eastern Gulf Neritic",,"MWP38","Colony is on north extension/spoil that defines the intake canal for the Crystal River Energy Complex; surveyed 2010 only."
"CUI","Yes","Curlew Island","Curlew Island","LA",-88.96111999999999,29.66636,,,"Breton-Chandeleur Islands","Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"DAU_1","Yes","Dauphin Island 1","Dauphin Island 1","AL",-88.32689999999999,30.2289,,,"Mississippi Sound Gulf Islands","Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","AlabamaGulfIslands_3","SLF29","Changed ColonyGroupBuffer from Dauphin Island to Dauphin Island 1."
"DAU_2","Yes","Dauphin Island 2","Dauphin Island 2","AL",-88.3173,30.2274,,,"Mississippi Sound Gulf Islands","Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","AlabamaGulfIslands_2","SLF30","Changed ColonyGroupBuffer from Dauphin Island to Dauphin Island 2."
"DAU_3","Yes","Dauphin Island 3","Dauphin Island 3","AL",-88.26609999999999,30.2367,,,"Mississippi Sound Gulf Islands","Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","AlabamaGulfIslands_1","SLF31","Changed ColonyGroupBuffer from Dauphin Island to Dauphin Island 3."
"H_DAU_4","No","Dauphin Island 4","Dauphin Island 4","AL",-88.255144,30.237943,,,"Mississippi Sound Gulf Islands","Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","AlabamaGulfIslands_4","PJC81","Though now H_, changed to Dauphin Island 4 to be consistent with nomenclature for active Dauphin Island colonies."
"H_DAU_5","No","Dauphin Island 5","Dauphin Island 5","AL",-88.229688,30.243843,,,"Mississippi Sound Gulf Islands","Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","AlabamaGulfIslands_5","PJC82","Though now H_, changed to Dauphin Island 5 to be consistent with nomenclature for active Dauphin Island colonies."
"H_DTK","No","Dead Terrapin Key","Dead Terrapin Key","FL",-80.8017,25.0416,,,"Everglades National Park","South Florida","Southern Coast and Islands","Florida Bay",,"Dead Terrapin Key","Surveyed 2010 only."
"DMP","Yes","Deadman Point","Deadman Point","LA",-89.35680000000001,29.7411,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_N_33","KKN5",
"CG_DWPI","Yes","Deep Water Pass Island","Deep Water Pass Island","LA",-89.215417,30.004153,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates; name changed from Biloxi North 38_14 to Deep Water Pass Island."
"DINE","Yes","Deer Island Northeast","Deer Island Northeast","MS",-88.83011999999999,30.37174,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"CG_DI ","Yes","Deer Islands","Deer Islands","TX",-94.92461900000001,29.285187,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates.  Centroid coordinates same as North Deer Island."
"DBSI","Yes","Dickinson Bay Spoil Island","Dickinson Bay Spoil Island","TX",-94.94542,29.46827,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Dickinson Bay Bird Island One 600-341",,
"DOGE","Yes","Dog Island East","Dog Island East","FL",-84.5719,29.82946,,,"Apalachicola East","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","DO18COL01",,
"H_DLK","No","Dog Leg Key","Dog Leg Key","FL",-82.76179999999999,27.802,,,"Tampa Bay","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"Dog Leg Key","Surveyed 2010 only."
"DOI","Yes","Donna Island","Donna Island","LA",-91.371861,29.401277,,,"Atchafalaya Bay","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"DPB","Yes, New","Door Point Bayou","Door Point Bayou","LA",-89.20622400000001,30.034433,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,"New colony from LACWB 2022 colony surveys."
"DPL_1","Yes","Door Point Lagoon 1","Door Point Lagoon 1","LA",-89.19280000000001,30.0637,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_N_6","KKN29",
"DPL_2","Yes","Door Point Lagoon 2","Door Point Lagoon 2","LA",-89.18415,30.06117,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_N_6","KKN30",
"DRPT","Yes","Dressing Point","Dressing Point","TX",-95.76074,28.73145,,,"East Matagorda Bay","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","Dressing Point 610-160","Dressing Point",
"DBY","Yes","Drum Bay Island","Drum Bay Island","LA",-89.2627,29.9197,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_N_23","KKN13; WAW14",
"CG_DBI","No","Drum Bay Islands","Drum Bay Islands","TX",-95.22127,29.01666,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates.  Centroid coordinates represent center of Drum Bay Island colonies as depicted in TCWB database."
"H_DBI_2","No","Drum Bay Islands","Drum Bay Islands 2","TX",-95.2253,29.0123,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_19","WAW3","TCWB database - active 2013."
"H_DBI_5","No","Drum Bay Islands","Drum Bay Islands 5","TX",-95.2188,29.0193,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_18","WAW5","TCWB database - active 2013."
"H_DBI_6","No","Drum Bay Islands","Drum Bay Islands 6","TX",-95.2193,29.0192,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_17","WAW4","TCWB database - active 2013."
"DBR","Yes","Dry Bread Island","Dry Bread Island","LA",-89.3064,29.8426,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_N_29","KKN11",
"H_DBIS","No","Dryman Bay Island","Dryman Bay Island","FL",-82.49209999999999,27.1739,,,"Tampa Bay","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"MWP69","Surveyed 2010 only."
"H_DUK","No","Duck Key","Duck Key","FL",-80.4893,25.1802,,,"Everglades National Park","South Florida","Southern Coast and Islands","Florida Keys",,"Duck Key","Surveyed 2010 only."
"DUI","Yes","Dunham Island","Dunham Island","TX",-96.91857,28.12094,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","None",,
"H_EBSI","Yes","East Bay Spoil Island","East Bay Spoil Island","LA",-89.244134,29.061022,,,"Birdsfoot East","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"EFS","Yes","East Flats Spoil","East Flats Spoil","TX",-97.42762,26.72269,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","618-120 East Flats Spoil",,"Dubbs aka East Flats Spoil, TCWB database."
"S_EAI","Yes","East Island","East Island","LA",-90.65692,29.07041,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"H_ELKI","No","East Long Key Islet","East Long Key Islet","FL",-81.8592,26.3885,,,"Charlotte Harbor","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"MWP48","Surveyed 2010 only."
"EMS","Yes","East Marker Spoil","East Marker Spoil","TX",-97.38531999999999,26.63626,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","618-122 East Marker 265 Spoil",,"Also east Marker 265 Spoil, TCWB database."
"ETI","Yes, New","East Timbalier Island","East Timbalier Island","LA",-90.326615,29.070997,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,"New colony from LACWB 2022 colony surveys."
"H_EISE","No","Edwards Islands Southeast","Edwards Islands Southeast","FL",-82.54430000000001,27.2936,,,"Tampa Bay","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"MWP71","Surveyed 2010 only."
"H_EGK","No","Egmont Key","Egmont Key","FL",-82.75960000000001,27.5793,,,"Tampa Bay","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"Egmont Key","Surveyed 2010 only."
"ESP","Yes","Menge-Scenic-Espy","Espy","MS",-89.20068999999999,30.32843,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"H_EPLI","No","Estero Preserve Long Island","Estero Preserve Long Island","FL",-81.8467,26.3684,,,"Charlotte Harbor","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"MWP50","Surveyed 2010 only."
"EVIA","Yes","Evia Island","Evia Island","TX",-94.7638,29.4282,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_5, Evia 600-551","MWP105","Name is HGNC Evia Island, TCWB database."
"H_FABI","No","Fakahatchee Bay Islet","Fakahatchee Bay Islet","FL",-81.4975,25.8794,,,"Ten Thousand Islands","South Florida","Southern Coast and Islands","Shark River Estuarine Area",,"MWP42","Surveyed 2010 only."
"FEI","Yes","Felicity Island","Felicity Island","LA",-90.44,29.2558,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","TerrebonneBay_6; Cocodrie #53","PJC16",
"H_FFI","No","Fifi Island","Fifi Island","LA",-89.9644,29.26197,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,"Not dotted in 2010 (colony sweep only); much land remains."
"S_FLAN","Yes","Flag Island","Flag Island North","FL",-85.155,29.6421,,,"Apalachicola East","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","BLSK01",,"Appears submerged."
"FLAS","Yes","Flag Island","Flag Island South","FL",-85.152,29.6261,,,"Apalachicola East","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Eastern Gulf Neritic","ApalachicolaEast_6, Flag Island, 18BRPEFLAG01, 18FL2SOTE01, BLSK COLONY, F218LAGU01","KMR8","Flag Island South substrate integrity has changed significantly with time - all locations associated with former names now submerged."
"H_FOI","No","Follets Island","Follets Island","TX",-95.1619,29.058,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_13","WAW9","TCWB database - colony inactive (2001); excluded from analyses 2014."
"FPL","Yes","Fort Pickens Lot","Fort Pickens Lot","FL",-87.24079999999999,30.31903,,,"Pensacola","Coastal Marshes-Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","Lot 22, S",,
"H_FRK","No","Frank Key","Frank Key","FL",-80.9114,25.1062,,,"Everglades National Park","South Florida","Southern Coast and Islands","Florida Bay",,"Frank Key","Surveyed 2010 only."
"H_FMI","Yes","Freemason Island","Freemason Island","LA",-88.977,29.789,,,"Breton-Chandeleur Islands","Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","WAW13",
"H_FBI","Yes","Fricot Bayou Island","Fricot Bayou Island","LA",-90.0342,29.3459,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","WAW18",
"GAIL","Yes","Gaillard Island","Gaillard Island","AL",-88.03619999999999,30.5063,,,"Mobile Bay Interior","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None","MWP8",
"H_GSSI","No","Gasparilla Sound Spoil Island","Gasparilla Sound Spoil Island","FL",-82.2462,26.7904,,,"Charlotte Harbor","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"MWP64","Surveyed 2010 only."
"H_GIVK","No","Givney Key","Givney Key","FL",-82.0549,26.5145,,,"Charlotte Harbor","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"Givney Key","Surveyed 2010 only."
"S_GIN","Yes","Gosier Islands North","Gosier Islands North","LA",-89.06444,29.5517,,,"Breton-Chandeleur Islands","Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Gosier Islands New",,
"S_GIS","Yes","Gosier Islands South","Gosier Islands South","LA",-89.09535,29.52369,,,"Breton-Chandeleur Islands","Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Gosier Islands",,"Active inventory, but this exact location was submerged in 2010."
"S_GIP","No","Grand Island Point","Grand Island Point","LA",-89.8929,29.3727,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None","PJC23","Completely submerged by 2016."
"GSO","Yes","Cowan-Great Southern","Great Southern","MS",-89.00979,30.38577,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"CG_GHS","Yes","Green Hill Spoils","Green Hill Spoils","TX",-97.38688999999999,26.48998,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates.  Centroid coordinates same as Green Hill Spoil B."
"GHS_A","Yes","Green Hill Spoils","Green Hill Spoils A","TX",-97.388755,26.49391,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","160-143 Green Hill Spoil",,"Green Hill Spoil Island A in TCWB database."
"GHS_B","Yes","Green Hill Spoils","Green Hill Spoils B","TX",-97.38688999999999,26.48998,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","160-143 Green Hill Spoil",,"Green Hill Spoil Island B in TCWB database."
"GRI","Yes","Green Island","Green Island","TX",-97.32510000000001,26.39257,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green 618-160",,
"CG_GIS","Yes","Green Island Spoils","Green Island Spoils","TX",-97.310986,26.411245,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates. "
"GIS_A","Yes","Green Island Spoils","Green Island Spoils A","TX",-97.326928,26.412032,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green Island Spoils 618-160",,
"GIS_B","Yes","Green Island Spoils","Green Island Spoils B","TX",-97.323667,26.409121,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green Island Spoils 618-160",,
"GIS_C","Yes","Green Island Spoils","Green Island Spoils C","TX",-97.320581,26.412323,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green Island Spoils 618-160",,
"GIS_D","Yes","Green Island Spoils","Green Island Spoils D","TX",-97.317728,26.409412,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green Island Spoils 618-160",,
"GIS_E","Yes","Green Island Spoils","Green Island Spoils E","TX",-97.3147,26.412498,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green Island Spoils 618-160",,
"GIS_F","Yes","Green Island Spoils","Green Island Spoils F","TX",-97.311339,26.409668,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green Island Spoils 618-160",,
"GIS_G","Yes","Green Island Spoils","Green Island Spoils G","TX",-97.30841100000001,26.412964,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green Island Spoils 618-160",,
"GIS_H","Yes","Green Island Spoils","Green Island Spoils H","TX",-97.30549999999999,26.409936,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green Island Spoils 618-160",,
"GIS_I","Yes","Green Island Spoils","Green Island Spoils I","TX",-97.302414,26.412964,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green Island Spoils 618-160",,
"GIS_J","Yes","Green Island Spoils","Green Island Spoils J","TX",-97.300725,26.412731,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green Island Spoils 618-160",,
"GIS_K","Yes","Green Island Spoils","Green Island Spoils K","TX",-97.299153,26.410227,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green Island Spoils 618-160",,
"GIS_L","Yes","Green Island Spoils","Green Island Spoils L","TX",-97.296649,26.413197,,,"Lower Laguna Madre","Lower Texas Coast","Laguna Madre Barrier Islands and Coastal Marshes","Texas Estuarine Area","Green Island Spoils 618-160",,
"GUI","Yes","Gunn Island","Gunn Island","LA",-89.2957,29.4136,,,"Birdsfoot East","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"HMI","Yes","Half Moon Island","Half Moon Island","LA",-89.43519999999999,30.1376,,,"Lake Borgne","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_LB_1","SLF25",
"CG_HPC","Yes","Hell Pass Coast","Hell Pass Coast","LA",-89.31116,29.92569,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates.  Centroid coordinates same as HPC_C."
"HPC_A","Yes","Hell Pass Coast","Hell Pass Coast A","LA",-89.30759999999999,29.93259,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"HPC_B","Yes","Hell Pass Coast","Hell Pass Coast B","LA",-89.3079,29.92847,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"HPC_C","Yes","Hell Pass Coast","Hell Pass Coast C","LA",-89.31116,29.92569,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,
"HPC_D","Yes","Hell Pass Coast","Hell Pass Coast D","LA",-89.31514,29.9229,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_N_24","KKN21",
"H_HPC_E","Yes","Hell Pass Coast","Hell Pass Coast E","LA",-89.31655000000001,29.92132,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_N_24",,
"H_HEK","No","Hemp Key","Hemp Key","FL",-82.1524,26.6005,,,"Charlotte Harbor","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"Hemp Key","Surveyed 2010 only."
"HEN","Yes","Magnolia-Henderson","Henderson","MS",-89.25458,30.31119,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"HEI","Yes","Heron Island","Heron Island","LA",-91.3287,29.4282,,,"Atchafalaya Bay","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","VermilionBay_2","SLF2",
"HEW","Yes","Hewes","Hewes","MS",-89.06471000000001,30.37375,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"HIIS","Yes","High Island","High Island","TX",-94.38930000000001,29.57351,,,"Salt Bayou","Upper Texas Coast","Texas-Louisiana Coastal Marshes","Texas Estuarine Area","TexasCoast_3, High Island 609-121","PAG4",
"H_HCSI","No","Hillsborough Channel Spoil Island","Hillsborough Channel Spoil Island","FL",-82.43429999999999,27.8246,,,"Tampa Bay","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"MWP17","Surveyed 2010 only."
"CG_HIC","Yes","Hog Island Complex","Hog Island Complex","TX",-97.10217,27.89691,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","NA",,"ColonyGroupBuffer centroid location coordinates."
"HIC_EI","Yes","Hog Island Complex","Hog Island Complex East Islands","TX",-97.096237,27.89763,,,"Corpus Christi-Aransas Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","None",,"Seven islands considered one colony in TCWB database, Hog Island Complex."
"H_HOPK","No","Homosassa Point Key","Homosassa Point Key","FL",-82.7336,28.7776,,,"Crystal River","South Florida","Big Bend Coastal Marsh","Eastern Gulf Neritic",,"MWP33","Surveyed 2010 only."
"HOIS","Yes","Horn Island","Horn Island","MS",-88.68608999999999,30.23863,,,"Mississippi Sound Gulf Islands","Barrier Islands","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","Dog Island","Dog Island; Horn Island","Originally two separate  colony locations on Horn Island -  Dog Island (west end), and Horn Island (east end); no nests present in 2010 at the west end of Horn Island."
"H_HOSK","No","Hospital Key","Hospital Key","FL",-82.85290000000001,24.6478,,,"Florida Keys","South Florida","Southern Coast and Islands","Southwest Florida Neritic",,"Hospital Key","Surveyed 2010 only."
"HNCI","Yes","Houma Navigation Canal Island","Houma Navigation Canal Island","LA",-90.61565,29.19515,,,"Terrebonne Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Cooke Island; Cook Island Cocodrie #74",,
"ISV","Yes","Island View","Island View","MS",-89.16641,30.33865,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"IAP","Yes","Isle au Pitre","Isle au Pitre","LA",-89.1968,30.1526,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","Biloxi_N_1","WAW17",
"IAH","Yes","Isle Aux Herbes","Isle Aux Herbes","AL",-88.259531,30.345969,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,
"IGT","Yes, New","Isle Grand Terre","Isle Grand Terre","LA",-89.916729,29.289905,,,"Barataria Bay","Coastal Marshes-Barrier Islands","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,"New colony from LACWB 2022 colony surveys."
"JWB","Yes, New","Jack Williams Bayou","Jack Williams Bayou","LA",-89.22743,30.082518,,,"Biloxi North","Coastal Marshes","Deltaic Coastal Marshes and Barrier Islands","Mississippi Estuarine Area","None",,"New colony from LACWB 2022 colony surveys."
"H_JAK","No","Jackass Key","Jackass Key","FL",-82.7175,27.6692,,,"Tampa Bay","South Florida","Southwestern Florida Flatwoods","Western Florida Estuarine Area",,"Jackass Key","Surveyed 2010 only."
"H_JIG","No","Jigsaw Island","Jigsaw Island","TX",-94.8918,29.2832,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_6","MWP102","TCWB database - active 2020."
"JPK","Yes","Jones Park","Jones Park","MS",-89.0843,30.36766,,,"Mississippi Sound","Coastal Marshes","Gulf Barrier Islands and Coastal Marshes","Mississippi Estuarine Area","None",,"Colony location is at center of polygon provided by MSCWB."
"H_JULO","Yes","Jumbile Cove/Live Oak Grove","Jumbile Cove/Live Oak Grove","TX",-94.9928,29.195,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_8","WAW11, WAW12","TCWB database - active 2013.  WAW11 colony location was -94.9933, 29.1954."
"H_KI","No","Kamey Island","Kamey Island","TX",-96.80629999999999,28.4554,,,"Matagorda Bay","Mid Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","PJC58","PJC58","TCWB database - active 2021; excluded from analyses 2014."
"KAS","Yes","Deer Islands","Kanaloa Spoil","TX",-94.93583,29.29323,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area",,,"One of 4 islands named Kanaloa Spoil, TCWB databse; active in 2014."
"H_KSE","No","Deer Islands","Kanaloa Spoil East","TX",-94.93340000000001,29.2943,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_23","KMR16","One of 4 islands named Kanaloa Spoil, TCWB databse; active in 2014."
"H_KSN","No","Deer Islands","Kanaloa Spoil North","TX",-94.9395,29.2975,,,"Galveston","Mid-Upper Texas Coast","Mid-Coast TX Barrier Islands and Coastal Marshes","Texas Estuarine Area","TexasCoast_24; Kanaloa Spoil, TCWB","MWP103","One of 4 islands named Kanaloa Spoil, TCWB databse; active in 2014."
