Year,Date,ColonyName,Dotter,Habitat,Oil,SpeciesCode,ActiveMayJune?,CombineMayJuneData?,Notes,AdditionalNotes
"2013","05/23/13 00:00:00","Skimmer Island","PAG",,"N","WHIB",,"N","photo coverage of WHIB colony.",
"2013","05/23/13 00:00:00","Skimmer Island","PAG",,"N","LAGU",,"N","Decent photo coverage for this species. Nests dotted mostly from CAM 2 photos, so likely some nests were missed. I would estimate 50-70% coverage obtained.",
"2013","06/19/13 00:00:00","Heron Island","PAG",,"N","GREG",,"N","Mostly GREG nests, with fewer numbers of other waders.",
"2018","05/19/18 00:00:00","Little Mud Grass Island Northeast","PJC","Marsh island","N",,,"N","Good coverage",
"2013","06/19/13 00:00:00","Birdsfoot West 3","PAG",,"N","SNEG",,"N","Predominately this species nesting in what appears to be almost exclusively phragmites habitat. Some LIBH's present",
"2013","06/19/13 00:00:00","Birdsfoot West 3","PAG",,"N","CAEG",,"N","A few nests of this species here. One nest shows two visible chicks.",
"2013","06/19/13 00:00:00","Birdsfoot West 3","PAG",,"N","LIBH",,"N","A few scattered nests, including one nest with a large, brown chick.",
"2013","06/19/13 00:00:00","Bayou Platte Island South","PAG",,"N","BLSK",,"N","June photos dotted (better quality and good coverage of island). May photos show colony in place, so little change in nesting bird ratios, but island appears",
"2013","06/19/13 00:00:00","Bayou Platte Island South","PAG",,"N","BLSK",,"N","much drier, with less green veg and more open sandy areas compared to June. Numbers of BLSK sites establishing were higher in May at the northwest",
"2013","06/19/13 00:00:00","Bayou Platte Island South","PAG",,"N","BLSK",,"N","end of the island because of this.",
"2013","06/19/13 00:00:00","Bayou Platte Island South","PAG",,"N","LAGU",,"N","Loafing birds at northwest end of island include some second-cycle birds, lacking black hoods.",
"2013","06/19/13 00:00:00","Bayou Platte Island South","PAG",,"N","GBTE",,"N","Many chicks dotted.",
"2013","06/19/13 00:00:00","Bayou Platte Island South","PAG",,"N","FOTE",,"N","Nests at outskirts of BLSK/GBTE colonies in taller veg. Some chicks dotted.",
"2013","05/25/13 00:00:00","Gaillard Island","MWP","Dredge Spoil Island","N","BRPE",,"Y","Used some June photos in areas where BRPE where still setting up in May or were not present in May; in general BRPE were much more spread out on the island; especially along levees where they bred in more linear colonies along the south and east levees","few areas where BRPE had dense groups on levee; also fewer BRPE in southwest corner area of the island where vegetation was ""dead"" in 2013"
"2013","05/25/13 00:00:00","Gaillard Island","MWP","Dredge Spoil Island","N","ROYT",,"N","Seemed similar to other years but perhaps more groups plus a fairly large colony in the NE corner of the island with CATE",
"2013","05/25/13 00:00:00","Gaillard Island","MWP","Dredge Spoil Island","N","SATE",,"N","very few SATE on the colony in 2013 but SATE are not the predominate tern; these birds are mixed with ROYT",
"2013","05/25/13 00:00:00","Gaillard Island","MWP","Dredge Spoil Island","N","CATE",,"Y","good numbers compared to other years; a new area in the southwest corner where it appears that heavy equipment work was done and a group of BLSK nested",
"2013","05/25/13 00:00:00","Gaillard Island","MWP","Dredge Spoil Island","N","BLSK",,"N","a group of BLSK were counted from overviews; BLSK have not previously nested on the island from 2010-2012 as far as we know; located in SW corner where it appears that heavy equipment/dirt work was conducted",
"2013","05/25/13 00:00:00","Gaillard Island","MWP","Dredge Spoil Island","N","LAGU",,"Y","more LAGU counted in this year; probably more a result of BRPE being more spreadout and thus more photos of BRPE counted; this count typically represents ""incidental"" counts in association with other ""focused"" species (e.g. terns and BRPE)",
"2021","06/17/21 00:00:00","Biloxi South 5 A","RSW",,"N","LAGU","Formed by June","N","LAGU birds observed in May but mostly in pairs and roosting birds; LAGU sites established by June. 100% coverage",
"2013","05/25/13 00:00:00","Gaillard Island","MWP","Dredge Spoil Island","N","WHIB",,"N","area where colony nested in previous years had ""dead"" vegetation and ""dirt"" work; colony occurred in south portion of island in green ""shrubby"" vegetation; the area the colony covered was much smaller than in previous years (about 1/2 the area maybe);","numbers seems much smaller than in 2011 and a probably smaller than 2012"
"2013","06/18/13 00:00:00","Freemason Island","MWP","sand/beach","N","BLSK",,"N","nesting group of BLSK and all other birds just roosting",
"2021","06/17/21 00:00:00","Biloxi South 5 B","RSW",,"N","BRPE","Formed by June","N","BRPE birds present on island in May, paired up but not on sites. By June, BRPE on well established sites. 100% coverage.",
"2013","05/24/13 00:00:00","New Harbor Island 3","MWP","mangrove/marsh island","N","BRPE",,"N","3 distinct areas of BRPE nesting; middle group had some nests that were being constructed in May and were well developed in June - see notes in species data; great photos and excellent coverage",
"2013","05/24/13 00:00:00","New Harbor Island 3","MWP","mangrove/marsh island","N","LAGU",,"N","a few areas of dense nesting mostly in southern and central portion of colony where more ""grass"" veg. occurred (compared to ""shrubs""). Coverage good where BRPE nested - other areas probably incomplete",
"2013","05/24/13 00:00:00","New Harbor Island 3","MWP","mangrove/marsh island","N","GREG",,"N","just a few nests (~4 nests); very small numbers in the northern portion of the colony;",
"2013","05/24/13 00:00:00","New Harbor Island 2","MWP","mangrove/marsh island","N","ALL",,"N","no breeding observed in photos taken in May and June; only roost birds but none were counted",
"2013","06/18/13 00:00:00","New Harbor Island 1","MWP","beach/marsh island","N","BLSK",,"N","very small group of BLSK seen in May and June; counted June photos as they appeared to be most complete",
"2013","06/18/13 00:00:00","New Harbor Island 1","MWP","beach/marsh island","N","LAGU",,"N","only counted sites near BLSK; a few other sites around colony but scattered and no large nesting by LAGU at this colony in this year; Maybe up to 20 more sites in all of the photos",
"2013","05/24/13 00:00:00","Brush Island","MWP","marsh/beach","N","SATE",,"Y","very good coverage; birds mostly chicked out in June so counted May",
"2013","05/24/13 00:00:00","Brush Island","MWP","marsh/beach","N","ROYT",,"Y","very good coverage; a small group of mostly ROYT in June not present in May; counted BLSK with this group of terns",
"2013","05/24/13 00:00:00","Brush Island","MWP","marsh/beach","N","BLSK",,"N","present in May and June; just counted these birds in June because they occurred with a ROYT colony that was only present in June",
"2013","05/24/13 00:00:00","Brush Island","MWP","marsh/beach","N","LAGU",,"Y","great coverage when using overview type photos which were good enough to count LAGU",
"2013","05/24/13 00:00:00","Brush Island","MWP","marsh/beach","N","BRPE",,"N","no nesting but there were birds roosting around the edge of the colony; none looking ""nesty"" in May or June photos",
"2021","06/17/21 00:00:00","Biloxi South 5 B","RSW",,"N","GREG","Active Both Months","N","Small colony in May is still there in June; More abundant GREG sites in June than in May; 100% coverage.",
"2013","05/24/13 00:00:00","Brush Island","MWP","marsh/beach","N","FOTE",,"N","very small nesting area observed in overview photos; no closeups of these few sites",
"2013","05/24/13 00:00:00","Drum Bay Island","MWP","marsh/beach","N","All",,"N","BRPE had some still setting up but most on nests with eggs; BCNH/TRHE/REEG in marsh areas but not in large numbers; LAGU throughout island but in short marsh ""grass"" and at edges of beaches; BLSK small group on beach; excellent coverage and photos;","GREG in area with BRPE but had small/med. Sized chicks already in May; June had empty nests in marsh area which probably was gulls or herons/egrets that had finished nesting; BRPE had wandering chicks; GREG/SNEG were chicked out mostly in June"
"2013","06/18/13 00:00:00","Biloxi North 32","MWP","marsh/beach","N","ALL",,"N","no breeding birds in 2013; no photos in May; June photos had roosting BRPE (~100) and terns (~200)",
"2013","05/24/13 00:00:00","Biloxi North 31","MWP","marsh","N","ALL",,"N","no breeding birds in 2013; photos taken each month and both sets had about 100 roosting BRPE, 100 roosting terns and a few roosting LAGU",
"2013","05/24/13 00:00:00","Biloxi North 30 B","MWP","marsh","N","ALL",,"N","no breeding birds; roosting terns, BRPE and AWPE in small numbers; roosting birds not counted",
"2013","06/18/13 00:00:00","Comfort Island","MWP","marsh/beach","N","BLSK",,"N","small group of BLSK that appear to be nesting; no other breeding birds observed; photos only taken in June; small number of ROYT roosting as well",
"2013","05/24/13 00:00:00","Biloxi North 30 A","MWP","marsh","N","All",,"N","flown over in May but not photographed; did not fly over in June and probably was only inspected from a distance",
"2013","06/18/13 00:00:00","White Log Lake Islands","MWP","marsh/beach","N","All",,"N","flown over both months; sample photos taken in June; no breeding birds seen in photos and none seen while flying survey",
"2013","06/18/13 00:00:00","Biloxi North 27","MWP","beach/marsh","N","BLSK",,"N","nesting on small pocket beaches; great photos except one small pocket only partially captured in photos - no overviews of this area either",
"2013","06/18/13 00:00:00","Biloxi North 27","MWP","beach/marsh","N","TRHE",,"N","just happened to catch one nest at edge of pocket beach in marsh; probably not many nests on this island since the entire island was not photographed",
"2013","06/18/13 00:00:00","Biloxi North 25","MWP","marsh","N","ALL",,"N","small numbers of TRHE and LAGU as well as one each site for ROSP and LIBH; excellent photo; used other cam2 photos to verify status and site; May photos had fewer nest sites so used June photos",
"2013","06/18/13 00:00:00","Biloxi North 26","MWP","marsh","N","ALL",,"N","photos are more overview and just a bit too far zoomed out to be highly confident of species and status; used colors as a clue to species",
"2013","06/18/13 00:00:00","Anderson Point Island","MWP","marsh","N","FOTE",,"N","small group of FOTE that was photographed; no other breeding birds observed in photos",
"2013","06/18/13 00:00:00","Hell Pass Coast","MWP","marsh/beach","N","ALL",,"N","three islands combined into this colony; very good coverage; used June photos as it was better for BLSK and seemed like more LAGU sites in some areas; some SNEG and perhaps TRHE had chicks (although TRHE chicks not easy to detect)",
"2013","05/24/13 00:00:00","Biloxi North 28","MWP","marsh","N","FOTE",,"N","great coverage and photos; small island with a group of about 100 FOTE;",
"2021","05/23/21 00:00:00","Biloxi South 5 B","RSW",,"N","BLSK",,"N","BLSK roosting birds in May on beach of island but are completely absent in June. 100% coverage.",
"2013","06/18/13 00:00:00","Little Mud Grass Island","MWP","marsh","N","All",,"N","small scattered colony of SNEG and TRHE; some WHIB but not nesting; incomplete coverage of entire island and difficult to tell if complete coverage of breeding birds because they are so scattered and veg. is high and birds are partially hidden in photos",
"2013","06/18/13 00:00:00","Biloxi North 22","MWP","marsh","N","All",,"N","no birds on the island at all",
"2013","06/18/13 00:00:00","Little Mud Grass Island Northeast","MWP","marsh","N","All",,"N","good coverage of the eastern side of the island where a majority of the birds are breeding; however western side wasn't photographed in June so used May photos",
"2021","06/17/21 00:00:00","Biloxi South 5 B","RSW",,"N","LAGU","Formed by June","N","LAGU birds are paired up in May and very scattered throughout island; by June, LAGU breeding colony established (clear sites), and sites are established mostly on beach areas of island with some in grass. 100% coverage",
"2013","05/24/13 00:00:00","Little Mud Grass Island Northeast","MWP","marsh","N","All",,"N","used May photos to obtain data on FOTE, TRHE and LAGU on this western portion of the island - especially important for FOTE population estimate; good coverage",
"2013","06/18/13 00:00:00","Biloxi North 35","MWP","marsh","N","LAGU",,"N","only a few photos taken; previously this colony had a WHIB colony but that portion of the colony appears to have eroded away and there were no wading birds nesting in 2013",
"2013","06/18/13 00:00:00","Biloxi North 18","MWP","marsh","N","ALL",,"N","no nests observed in the one photo taken; notes from flight indicate that no nesting was observed",
"2013","06/18/13 00:00:00","Biloxi North 17","MWP","marsh","N","ALL",,"N","no nests observed in the one photo taken; notes from flight indicate that no nesting was observed",
"2013","05/24/13 00:00:00","Redfish Bend","MWP","beach/marsh","N","LAGU",,"N","incomplete coverage as entire island not photographed; basically have count of LAGU around tern colony",
"2013","05/24/13 00:00:00","Redfish Bend","MWP","beach/marsh","N","SATE",,"N","a few SATE in colony; excellent count",
"2013","05/24/13 00:00:00","Redfish Bend","MWP","beach/marsh","N","ROYT",,"N","an excellent count and coverage at this island",
"2013","05/24/13 00:00:00","Redfish Bend","MWP","beach/marsh","N","BLSK",,"N","lots of BLSK were on beach but flushed as we flew past; nesting does not appear to be happening as no scrapes could be seen in photos and usually these are obvious when breeding is happening",
"2013","06/18/13 00:00:00","Martin Island","MWP","beach/marsh","N","ALL",,"N","BLSK colony with a few perifery LAGU sites; good overviews to show no nesting wading birds on this colony in 2013; may be a few missed LAGU based on habitat",
"2013","06/18/13 00:00:00","Biloxi North 16","MWP","beach/marsh","N","ALL",,"N","good coverage using overviews and confirming with closeups; had to use May photos for two pocket beaches to get a complete count of CATE; very good count of wading birds (TRHE, WHIB, SNEG, etc.)",
"2013","06/18/13 00:00:00","West Karako Bay Islet","MWP","bare island","N","ALL",,"N","only 4 roosting BRPE; island is severely degrading and very little land is remaining above water; C1C3photo35 captures the entire extent of the remnant island",
"2013","06/18/13 00:00:00","Biloxi North 15","MWP","eroded island","N","ALL",,"N","only a few roosting LAGU and terns; island appears to be eroding and habitat is degraded",
"2013","06/18/13 00:00:00","Biloxi North 14","MWP","beach/marsh","N","BLSK",,"N","good coverage of all pocket beaches; count seemed bery good in these areas",
"2013","06/18/13 00:00:00","Biloxi North 14","MWP","beach/marsh","N","LAGU",,"N","good coverage in areas where BLSK, CATE and GBTE occurred but not complete for the entire island; only photographed ""shoreline"" areas on east and west sides",
"2013","06/18/13 00:00:00","Biloxi North 14","MWP","beach/marsh","N","GBTE",,"N","good coverage",
"2013","06/18/13 00:00:00","Biloxi North 14","MWP","beach/marsh","N","CATE",,"N","good coverage",
"2021","05/23/21 00:00:00","Biloxi South 5 B","RSW",,"N","AWPE",,"N","AWPE birds roosting in May, gone in June. 100% coverage.",
"2013","05/24/13 00:00:00","Biloxi North 12","MWP","beach/marsh","N","CATE",,"N","small colony of nesting CATE on pocket beach; counted May photos as best photos for this species",
"2013","05/24/13 00:00:00","Biloxi North 12","MWP","marsh","N","LAGU",,"Y","good overview type photos that could be used for counting LAGU; probably about 90% coveage for the entire island",
"2013","06/19/13 00:00:00","Biloxi North 12","MWP","marsh","N","TRHE",,"Y","good coverage of species in this area of the marsh habitat; some TRHE counted in May with LAGU on a different portion of the island",
"2013","06/19/13 00:00:00","Biloxi North 12","MWP","marsh","N","WHIB",,"N","birds appeared to be standing above nests and not sitting tight; some birds flushed while we conducted our survey; this is the only time nesting WHIB have been observed flushing during our suveys; unsure of the exact reason",
"2013","06/19/13 00:00:00","Biloxi North 12","MWP","marsh","N","SNEG",,"N","a few SNEG mixed with TRHE/WHIB colony",
"2013","05/24/13 00:00:00","Biloxi North 13","MWP","marsh","N","ALL",,"N","mostly LAGU colony; probably less than 50% of island covered with photos; one CATE pair that appeared to be nesting as well as a pair of AMOY;",
"2013","06/19/13 00:00:00","Biloxi North 5","mwp","marsh/beach","N","ALL",,"N","BLSK and LAGU colony; 100% coverage of BLSK about 90% coverage of LAGU",
"2013","06/19/13 00:00:00","Biloxi North 4","MWP","marsh","N","ALL",,"N","no birds seen in any of the photos; no photos taken during May survey but flew directly over the island; photos in June taken just to show habitat types",
"2013","05/24/13 00:00:00","Door Point Lagoon 1","MWP","marsh","N","LAGU",,"Y","very good coverage using overview type photos; approximately 90% of island had photographs with quality good enough to count LAGU; maybe a few sites missed along the east side of the island but not many",
"2013","05/24/13 00:00:00","Door Point Lagoon 1","MWP","marsh","N","BRPE",,"N","very good coverage; 100% of BRPE nests counted in photos; however in June photos BRPE colony appears to be abandoned as very few BRPE are seen nesting in June photos",
"2013","06/19/13 00:00:00","Door Point Lagoon 1","MWP","beach","N","BLSK",,"N","excellent coverage; BLSK numbers high in both May and June but more GBTE in June so counted those photos",
"2013","06/19/13 00:00:00","Door Point Lagoon 1","MWP","beach","N","GBTE",,"N","excellent coverage; BLSK numbers high in both May and June but more GBTE in June so counted those photos",
"2013","05/24/13 00:00:00","Door Point Lagoon 2","MWP","beach/marsh","N","BRPE",,"N","very good coverage; no nests in June photos - colony may have been abandoned in June",
"2013","05/24/13 00:00:00","Door Point Lagoon 2","MWP","beach","N","LAGU",,"N","good coverage; only a small group of birds",
"2013","05/24/13 00:00:00","Door Point Lagoon 2","MWP","marsh/beach","N","LAGU",,"N","much of the middle marsh area was not photographed; probably only about 50% of island/colony was covered with photos; incomplete coverage for gulls as habitat in missed area looks good in GoogleEarth",
"2013","05/24/13 00:00:00","Door Point Lagoon 2","MWP","beach","N","ROYT/CATE",,"N","only roosting birds; no nesting observed",
"2013","06/19/13 00:00:00","Biloxi North 7","MWP","marsh","N","BRPE",,"N","good coverage of BRPE nests",
"2013","06/19/13 00:00:00","Biloxi North 7","MWP","marsh","N","LAGU",,"N","only incidental LAGU that occurred within the photographs where BRPE were nesting; only about 10% of entire island photographed",
"2013","06/19/13 00:00:00","Biloxi North 8","MWP","marsh","N","BRPE",,"N","good coverage of BRPE nests",
"2021","05/17/21 00:00:00","Lavaca Bay Spoils E","NY","Spoil Island","N","TRHE","Active Both Months","N","Colony in incubation stage. Complete coverage.",
"2013","06/19/13 00:00:00","Biloxi North 8","MWP","marsh","N","LAGU",,"N","only incidental LAGU that occurred within the photographs where BRPE were nesting; only about 10% of entire island photographed",
"2013","06/19/13 00:00:00","Biloxi North 10 E","MWP","marsh","N","ALL",,"N","mix of WHIB, TRHE, SNEG and LAGU; few LAGU and probably got most of them; good coverage of all others but probably not complete for TRHE; approx. 85% of island photographed",
"2013","06/19/13 00:00:00","Biloxi North 10 E","MWP","marsh","N","ALL",,"N","northern peninsula; mix of WHIB, TRHE, SNEG and LAGU; few LAGU and probably got most of them; good coverage of all others but probably not complete for TRHE; approx. 20% of island photographed as only the southern most penninsula was photographed",
"2013","06/19/13 00:00:00","Bastian Island","MWP","beach","N","ALL",,"N","excellent photos and coverage of BLSK, ROYT, SATE and GBTE",
"2013","05/24/13 00:00:00","Cat Island","MWP","shrub island","N","WHIB",,"N","phenology at all stages, a very few birds on eggs, most sites have chicks being brooded; lots of larger wandering chicks as well; very good coverage",
"2013","05/24/13 00:00:00","Cat Island","MWP","shrub island","N","BRPE",,"N","small group of BRPE; appear to be on eggs only a couple of nests with eggs visible",
"2013","05/24/13 00:00:00","Cat Island","MWP","shrub island","N","CAEG",,"N","cattle egret throughout the island; most still on sites",
"2013","05/24/13 00:00:00","Cat Island","MWP","shrub island","N","GREG",,"N","a decent sized GREG group; birds on eggs and large chicks but chicks do not appear to be wondering; good coverage",
"2013","05/24/13 00:00:00","Cat Island","MWP","shrub island","N","SNEG",,"N","small numbers mixed in with WHIB and other waders",
"2013","05/24/13 00:00:00","Cat Island","MWP","shrub island","N","REEG",,"N","a very small group nesting together within the WHIB and egrets",
"2013","05/24/13 00:00:00","Cat Island","MWP","shrub island","N","TRHE",,"N","throughout the island; some appear to have made sites in the shrubs?",
"2013","05/24/13 00:00:00","Cat Island","MWP","shrub island","N","BLSK",,"N","a few birds along the sandy beaches; they do not appear to be nesting",
"2021","05/17/21 00:00:00","Lavaca Bay Spoils E","NY","Spoil Island","N","AMOY","Active Both Months","N","Two sites present",
"2013","06/17/13 00:00:00","Smith Island","MWP","vegetated island/marsh","N","ALL",,"N","all species were well along in nesting period; BRPE had large chicks but still in nests; originally dotted some ""broods"" but after further analysis removed these as the birds were not YY birds; whit egrets were well along with chicks out of nests;","TRHE had some chicks out of nests but sites in marsh still had adult attending but probably small chicks and not eggs"
"2013","05/25/13 00:00:00","Battery McIntosh","MWP","marsh island","N","ALL",,"N","small wading bird colony with most species with small to large chicks; CAEG still appear to be on very small chicks or eggs; good coverage and count",
"2013","06/19/13 00:00:00","Barataria Bay 7","MWP","marsh","N","LAGU",,"N","only 1 site; previously this colony had around 75 sites (see 2011 database); however erosion of the island has eliminated nesting habitat; colony also had about 85 FOTE nests as well in previous years",
"2013","06/18/13 00:00:00","Biloxi South 3","KMR","Grasses, bare ground, open water patches.","N",,,"N","Approximately 98% of colony photographed, analyzed, and counted.",
"2013","06/18/13 00:00:00","Biloxi South 3","KMR","Grasses, bare ground, open water patches.","N","LAGU",,"N","LAGU observed sitting on sites; very few chicks observed.",
"2013","06/18/13 00:00:00","Biloxi South 3","KMR","Grasses, bare ground, open water patches.","N","TRHE",,"N","TRHE observed sitting on sites and in brooding posture; chicks observed were small, approximately 1/4-1/3 grown.",
"2013","06/18/13 00:00:00","Biloxi South 3","KMR","Grasses, bare ground, open water patches.","N","SNEG",,"N","SNEG observed sitting on sites and in brooding posture; chicks observed were small, approximately 1/4-1/3 grown.",
"2013","06/18/13 00:00:00","Biloxi South 3","KMR","Grasses, bare ground, open water patches.","N","WHIB",,"N","WHIB observed sitting low on sites and in brooding posture; very few chicks observed; birds in two isolated groups still apparently building nests as evident by behavior in standing posture in pairs at non-well built nests.",
"2013","06/18/13 00:00:00","Biloxi South 3","KMR","Grasses, bare ground, open water patches.","N","BCNH",,"N","BCNH observed sitting low on sites; no chicks observed.",
"2013","06/18/13 00:00:00","Biloxi South 3","KMR","Grasses, bare ground, open water patches.","N","GREG",,"N","GREG observed sitting low on sites and with 1/3 grown chicks.",
"2013","06/18/13 00:00:00","Biloxi South 3","KMR","Grasses, bare ground, open water patches.","N","ROSP",,"N","ROSP observed sitting low on site.",
"2013","05/24/13 00:00:00","Biloxi South 3","KMR","Grasses, bare ground, open water patches.","N",,,"N","Colony photos visually assessed; WHIB just beginning to build nests and were well established by June survey; June survey used for analysis.",
"2013","05/24/13 00:00:00","Biloxi South 1","KMR","Exposed beach, grasses.","N",,,"N","100% of colony analyzed and counted; approximately 630 BLSK present, mostly in pairs; 1 AMOY site, likely without eggs. Most BLSK, FOTE & GBTE, and AMOY abandoned by June survey.","LAGU and BLSK counted from June survey. 5 large dead fishes observed on beach, easily 1m in length."
"2013","06/18/13 00:00:00","Biloxi South 1","KMR","Exposed beach, grasses.","N",,,"N","100% of colony analyzed and counted; LAGU, BLSK, and AMOY were only species counted for June; Other species counted from May survey as abandonment occurred in the interim.",
"2013","06/18/13 00:00:00","Biloxi South 1","KMR","Exposed beach, grasses.","N","LAGU",,"N","LAGU observed sitting low on sites; no chicks observed.",
"2021","05/17/21 00:00:00","Lavaca Bay Spoils E","NY","Spoil Island","N","BBWD","Active Both Months","N","One site present.",
"2013","06/18/13 00:00:00","Biloxi South 1","KMR","Exposed beach, grasses.","N","BLSK",,"N","BLSK observed sitting on sites; most birds were roosting on beach and in pairs.",
"2013","05/24/13 00:00:00","Biloxi South 1","KMR","Exposed beach, grasses.","N","FOTE",,"N","FOTE observed sitting on sites in incubation posture; no chicks observed; most sites abandoned by June survey.",
"2013","05/24/13 00:00:00","Biloxi South 1","KMR","Exposed beach, grasses.","N","GBTE",,"N","GBTE observed sitting on sites in incubation posture; no chicks observed; most sites abandoned by June survey.",
"2013","05/24/13 00:00:00","Biloxi South 2","KMR","Grasses, bare ground.","N",,,"Y","50% of colony photographed, analyzed and counted for May 2013; colony composed of two adjacent islands; half of colony covered completely in May, same half only partly in June; many FOTE abandoned by June survey based on overlapping photos.",
"2013","05/24/13 00:00:00","Biloxi South 2","KMR","Grasses, bare ground.","N","LAGU",,"Y","LAGU observed sitting low on sites.",
"2013","05/24/13 00:00:00","Biloxi South 2","KMR","Grasses, bare ground.","N","FOTE",,"Y","FOTE observed sitting low on sites in incubation posture; still apparently building nests based on many birds in pairs, standing, and sitting but not in incubation posture.",
"2013","05/24/13 00:00:00","Biloxi South 2","KMR","Grasses, bare ground.","N","TRHE",,"Y","TRHE observed sitting low on site; only 1 site observed in May survey on half of colony photographed.",
"2013","06/18/13 00:00:00","Biloxi South 2","KMR","Grasses, bare ground.","N",,,"N","Approximately 95% of colony photographed, analyzed, and counted for 2013 between May and June surveys combined.",
"2013","06/18/13 00:00:00","Biloxi South 2","KMR","Grasses, bare ground.","N","LAGU",,"Y","LAGU observed sitting low on sites; no chicks observed; a minimal amount of abandonment occurred in areas photographed during May survey, evident from overlapping photos of the same areas. LAGU not counted on half of colony photographed in May.",
"2013","06/18/13 00:00:00","Biloxi South 2","KMR","Grasses, bare ground.","N","TRHE",,"Y","TRHE observed sitting low on sites; no chicks observed; late nest initiation in 2013, mostly occurred after May survey (i.e. half of colony photographed in May with overlapping photos from June) (1 site observed in May).",
"2013","06/18/13 00:00:00","Biloxi South 2","KMR","Grasses, bare ground.","N","SNEG",,"N","SNEG observed sitting low on sites; no chicks observed; late nest initiation in 2013, mostly occurred after May survey (i.e. half of colony photographed in May with overlapping photos from June) (no sites observed in May).",
"2013","06/18/13 00:00:00","Biloxi South 2","KMR","Grasses, bare ground.","N","REEG",,"N","REEG observed sitting low on site; no chicks observed.",
"2013","06/18/13 00:00:00","Biloxi South 2","KMR","Grasses, bare ground.","N","FOTE",,"Y","FOTE observed sitting low on sites in incubation posture; no chicks observed; assessment of overlapping May photos showed that approximately 90% of FOTE had abandoned from areas photographed in May.",
"2013","05/24/13 00:00:00","Biloxi South 6","KMR","Grasses, several small beaches.","N",,,"N","100% of colony photographed, analyzed, and counted.",
"2013","05/24/13 00:00:00","Biloxi South 6","KMR","Grasses, several small beaches.","N","FOTE",,"N","FOTE observed sitting on sites in incubation posture; most birds standing on colony, most likely initiating nest sites.",
"2013","05/24/13 00:00:00","Biloxi South 6","KMR","Grasses, several small beaches.","N","AMOY",,"N","AMOY observed sitting on a site on a beach, other adult nearby.",
"2021","05/17/21 00:00:00","Lavaca Bay Spoils E","NY","Spoil Island","N","BCNH","Active Both Months","N","Colony in incubation stage. Complete coverage.","Twelve sites present."
"2013","06/18/13 00:00:00","Biloxi South 6","KMR","Grasses, several small beaches.","N",,,"N","Colony photo(s) visually assessed; Only one photo taken during June survey; inadequate coverage to analyze colony; May survey photos used for analysis.",
"2013","05/24/13 00:00:00","Biloxi South 4 B","KMR","Grasses, exposed beach.","N",,,"N","Approximately 98% of colony photographed, analyzed, and counted.",
"2013","05/24/13 00:00:00","Biloxi South 4 B","KMR","Grasses, exposed beach.","N","LAGU",,"N","LAGU observed sitting low on sites; no chicks observed.",
"2013","05/24/13 00:00:00","Biloxi South 4 B","KMR","Grasses, exposed beach.","N","FOTE",,"N","FOTE observed sitting on sites in incubation posture, and building sites, standing on colony in pairs; no chicks observed.",
"2013","05/24/13 00:00:00","Biloxi South 4 B","KMR","Grasses, exposed beach.","N","CATE",,"N","CATE observed sitting low on sites and in incubation postue, some still building sites on beach.",
"2013","05/24/13 00:00:00","Biloxi South 4 B","KMR","Grasses, exposed beach.","N","TRHE",,"N","TRHE observed sitting on site; no chicks observed.",
"2013","06/18/13 00:00:00","Biloxi South 4 B","KMR","Grasses, exposed beach.","N",,,"N","No photos taken during June survey.",
"2013","05/24/13 00:00:00","Biloxi South 14","KMR","Grasses, bare ground, small beach.","N",,,"N","100% this small island photographed, analyzed, and counted; entire colony of SLF45 extends to adjacent island, June photos used for analysis of remaining area.",
"2013","05/24/13 00:00:00","Biloxi South 14","KMR","Grasses, bare ground, small beach.","N","LAGU",,"Y","LAGU observed sitting low on sites; no chicks observed.",
"2013","05/24/13 00:00:00","Biloxi South 14","KMR","Grasses, bare ground, small beach.","N","FOTE",,"Y","FOTE observed sitting low on sites in incubation posture; no chicks observed.",
"2013","05/24/13 00:00:00","Biloxi South 14","KMR","Grasses, bare ground, small beach.","N","GBTE",,"Y","GBTE observed sitting on sites on exposed beach; no chicks observed.",
"2013","06/18/13 00:00:00","Biloxi South 14","KMR","Grasses, beaches, bare ground.","N",,,"N","Unknown proportion of colony photographed, analyzed, and counted; all nesting species were analyzed from available photos; May & June surveys will be combined for LAGU, FOTE, and GBTE. June photos were of remaining colony not analyzed from May photos.",
"2013","06/18/13 00:00:00","Biloxi South 14","KMR","Grasses, beaches, bare ground.","N","LAGU",,"Y","LAGU observed sitting low on sites; no chicks observed.",
"2013","06/18/13 00:00:00","Biloxi South 14","KMR","Grasses, beaches, bare ground.","N","FOTE",,"Y","FOTE observed sitting on sites in incubation posture; no chicks observed.",
"2013","06/18/13 00:00:00","Biloxi South 14","KMR","Grasses, beaches, bare ground.","N","GBTE",,"Y","GBTE observed sitting low on sites in incubation posture; no chicks observed.",
"2013","06/18/13 00:00:00","Biloxi South 14","KMR","Grasses, beaches, bare ground.","N","BLSK",,"N","BLSK observed sitting on sites in incubation posture; no chicks observed.",
"2013","05/24/13 00:00:00","Biloxi South 5 A","KMR","Grasses, bare ground, exposed beach.","N",,,"N","100% of colony photographed, analyzed, and counted; BRPE still establishing nest sites and loafing in colony, will dot from June survey.",
"2013","05/24/13 00:00:00","Biloxi South 5 A","KMR","Grasses, bare ground, exposed beach.","N","LAGU",,"N","LAGU observed sitting low on sites; no chicks observed.",
